sentence	label
The candidate was dogged by charges of infidelity, or at least trying to.	0
We persuaded the dentist to examine us.	1
His book is nice.	1
Bill can well imagine the more he eats, the fatter getting.	0
They have left.	1
I never met that man who anybody tried to kill.	0
The characters in Shakespeare's Twelfth Night live in a world that has been turned upside-down.	1
She gets upset if I exclude her from anything.	1
This building is taller and wider than that one.	1
Pauline hammered the metal flat.	1
Either the boys or the girls are going to be there.	1
It seems that John is likely to win.	1
Students objected to the teacher.	1
It tried to rain.	0
Bill coughed his way out of the restaurant.	1
Melissa searched a clue in the papers.	0
She said that into the room came Aunt Norris.	1
It is likely that Patrick left.	1
Which chemical did you mix the hydrogen peroxide and?	1
Who seemed that had poisoned Jason?	0
The pliers bent the rod.	1
You're going to hurt yourself one of these days.	1
I showed every boy a planet.	1
Paula hit the fence with the stick.	1
Why he knows the answer!	0
Tourists admire paintings.	1
They praised the volunteers for their dedication.	1
There is strangers in that garden.	0
Who do you think that would be nominated for the position?	0
Mary expected John to fix the computer.	1
Who will John ask for information about summer courses?	1
I was hunting game.	1
She has kissed her.	1
One of the most serious problems that some students have be lack of motivation.	1
Any woman contributed to the fund.	0
To win the prize :would thrill me.	1
Heidi said that Bill's pictures of herself were embarrassing.	0
The house is been remodelling.	0
Mary jumped the horse over the last fence perfectly.	1
He was hoping for more than we offered.	1
I ordered John drink his beer.	1
He might maybe do that, mightn't he?	1
Some sentences can go on and on and on.	1
Sandy sang me a song.	1
Mr Yates left because never had Sir Thomas been so offended.	1
John is prouder of having gone than Sally expected Joan to believe that the man who didn't shave would be.	1
The well gushed oil.	1
I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice.	1
Generics allow exceptions.	1
We believe that the directors were present.	1
They said that Tom was working, and he is working.	1
I saw Jane run down the street.	1
Water fills the tub.	1
It struck John that it was so.	1
Either Dana or Lee is going to lead the parade.	1
Gomez's photograph of Pugsley of Lucy's	0
John will kick the ball.	1
What the thing which I ate cost almost broke me.	1
Anson believed to be happy.	0
I said that.	1
The more articles he reads, the fewer people he thinks under the current circumstances will go into linguistics.	1
John referred from the building.	0
Milena will make pasta.	1
John tapped some wine from a barrel.	1
Susan bought some flowers for her birthday.	1
The boy gave the baby the book.	1
He said that that ` that ' that that man used was wrong.	1
The socks are ready for you to try and the shoes on.	0
A man came into the room that no one knew.	1
They kicked himself	0
The more he eats, the fatter he goes to a doctor when he gets.	0
Philippa cried herself to sleep.	1
Martha carved a toy out of the piece of wood.	1
I read these big three books.	0
I might be leaving soon.	1
John is taller than six feet is.	0
It is not certain that you'll marry any particular student.	1
Shall I go downtown?	1
Someone tried to leave the town.	1
She wanted to can leave	0
The stone knocked the pole into the road.	1
Who did you wonder saw Kim?	0
I said that that Jason was jealous annoyed Medea	0
We peered around the room.	1
They heard John's criticism of each other.	0
Mary did not avoid Bill.	1
Harry coughed us into a fit.	0
Maxwell isn't half the doctor that his father was.	1
That's an obviously so good solution.	0
The cat chased the long string.	1
They read the interesting book.	1
The tall man kicked the ball.	1
John wants to win.	1
The more that John gets upset by them, the more that stories about him seem to show up in the news.	1
Mary didn't pick any of the flowers.	1
Sam gave the cloak to Lee and gave the magic chalice to Matthew.	1
The committee disliked her proposal.	1
They want to wrote to her.	0
John asks which book by his father he read.	1
The kids in our class have arrived safely.	1
He kept some girls who had been injured in the wreck company.	0
liked ice cream.	1
Arthur gave the tapestry to Lancelot.	1
There seemed to be three men in the garden.	1
Sasha lingered in the museum.	1
I put the books on the table.	1
John coughed the money.	0
This doll is hard to see it.	0
Lee will not leave.	1
John believed Kim to do not leave here.	0
There might be a unicorn in the garden.	1
Jeff must have eaten the deep fried muffin.	1
This key won't open the Jock.	1
Any student, and he wears socks, is a swinger.	0
The knife, which he threw into the sea had a gold handle.	1
The girl he met at the departmental party will very surely call him.	1
The doctor arrived a new actor.	0
Mr Woodhouse sat in an armchair.	1
We elected employer president the boy's guardian's.	0
She hit myself with a hammer.	0
The farm finally got to John after much litigation.	1
Give a fresh coat of paint to the front door.	1
We just finished the final exam the result of which we can find out next week.	1
He is not finishing.	1
That he won the race could surprise them.	1
I think you need to show yourself more than you do anyone else.	1
the person I met is from Boston.	1
The branches knocked against the wall.	1
Anson will come to the party.	1
Lewis sent Sam a bicycle, but it never arrived.	1
We didn't keep a list of the names, but the President thanked every soldier who had fought in the Gulf War.	1
So elegant a solution as you have presented us with can elicit only admiration.	1
There melted a lot of snow on the streets of Chicago.	0
I gave a gun to my brother which I had cleaned.	1
The sexual revolution makes some people uncomfortable.	1
Perhaps Iphigenia will have murdered Oedipus by tomorrow.	1
We decided to paint the bathroom a lurid lime green colour.	1
The news was dealt with carefully.	1
Jenny swallowed the fly	1
I prefer.	0
Frieda closed the door	1
What did you say I go and got?	0
Gilgamesh may seek Ishtar	1
How long did this fit of generosity last and who gave what to whom?	1
I have might be flying helicopters.	0
Frances hid the presents from Sally.	1
Did you notice of which difficulties she made light?	0
A solution presented itself yesterday.	1
He is John.	1
They read the new book.	1
If Jim feels good, he will go.	1
There is believed to be a dragon in the wood.	1
Did Medea poison who?	0
You put which picture of Bill on his desk?	1
Susan ate yesterday at the restaurant.	1
The fish boned.	0
They wanted to leave tomorrow or on Tuesday.	1
This is the box in which John put his gold.	1
Brown presented Jones with a plaque.	1
Sharon fainted at the sight of the accident.	1
Smith was scribbling.	1
Anson is incredibly difficult to be pleased.	0
Chris was handed a note by Pat.	1
The mouse nibbled the cheese.	1
A businessman will drink a martini to relax, and a health nut, a glass of wine, just to remain healthy.	1
Sorry, I gave last week.	1
Was he believed ever to fail students?	1
Fiona persuaded Arthur to bake a cake.	1
Sarah sang a song.	1
I know how much you ate.	1
